longitude;latitude
-9.317.676;4.492.508
-931.794;4.493.315
-9.315.296;4.499.034
-9.315.565;4.498.559
-9.319.252;4.498.285
-9.318.229;4.489.805
-9.312.917;4.494.291
null;null
-9.312.917;4.494.291
-9.314.982;4.493.619
-9.313.672;4.497.981
-9.316.956;4.494.129
-9.311.481;4.498.341
-9.315.222;4.492.443
-9.314.605;4.492.059
-9.315.613;449.296
-9.316.318;4.498.739
-9.316.069;4.496.603
-9.318.445;4.491.119
-9.320.711;449.649
-9.315.028;4.492.932
-9.315.428;4.494.748
-9.317.369;4.493.406
-9.315.406;4.493.309
-9.317.289;4.496.319
-9.315.605;4.493.692
-9.302.057;4.493.784
-9.315.416;4.492.458
-9.316.936;449.245
-931.549;4.493.782
-931.762;4.490.008
-9.314.155;449.224
-9.300.743;4.490.648
-9.316.152;4.493.507
-9.317.979;4.494.848
-9.311.221;4.496.163
-9.316.401;4.498.014
-9.313.569;4.498.029
-9.303.202;4.494.528
-9.316.049;4.492.132
-9.315.127;4.492.975
-9.319.651;4.498.295
null;null
null;null
-9.316.909;4.492.451
-9.318.559;4.490.438
-9.316.956;4.494.129
-9.300.715;4.492.249
-9.317.627;4.494.939
-9.318.928;4.492.635
-9.316.157;4.494.296
-9.313.441;4.492.775
-9.318.081;449.341
-931.754;4.493.447
-9.317.062;4.491.443
-9.311.853;4.494.229
-9.309.986;4.493.905
-9.314.552;4.492.965
-9.310.438;4.492.395
-9.315.452;4.493.585
-9.316.309;4.492.852
-9.309.952;4.493.031
-9.300.612;4.491.416
-9.315.417;4.491.806
-93.095;4.494.496
-93.159;4.490.306
-9.318.143;44.943
null;null
-9.319.014;4.494.829
-931.121;4.494.276
-9.316.224;4.492.781
-9.317.784;4.492.355
-9.319.361;449.325
-9.319.195;4.491.866
null;null
null;null
-9.317.915;4.491.985
-9.316.269;4.493.402
-9.315.005;4.492.927
-9.315.587;4.492.859
-9.318.119;449.048
-9.308.758;4.495.063
-9.318.968;4.497.875
-9.316.823;4.493.251
-9.317.657;4.491.533
-9.314.552;4.492.965
null;null
null;null
-9.318.516;4.493.179
null;null
-9.309.167;4.495.212
-9.300.504;4.491.502
-9.308.999;4.494.884
-9.317.832;449.353
-9.317.357;4.491.455
-9.318.359;4.493.895
null;null
-9.315.696;4.493.095
null;null
null;null
-9.317.872;4.493.529
null;null
-9.314.552;4.492.965
-9.315.207;4.493.307
null;null
-9.317.975;4.492.751
-9.319.162;4.493.695
-9.318.917;4.492.698
-9.313.578;449.811
-9.314.234;4.493.506
-9.316.216;449.369
-9.317.764;4.494.731
-9.316.189;4.493.897
null;null
null;null
-9.317.765;4.494.405
null;null
null;null
-9.318.771;4.493.952
-9.316.309;4.492.822
-9.316.332;4.492.556
-9.315.417;4.491.839
-9.316.585;4.493.269
-9.318.484;4.493.612
-9.317.867;4.491.546
-9.316.721;4.492.561
-9.319.727;4.498.765
-9.303.202;4.494.528
-9.314.552;4.492.965
-9.314.788;4.492.957
-9.318.739;4.491.889
-931.731;4.491.411
-9.311.557;4.494.794
-9.314.605;4.492.059
-9.314.423;4.493.635
-9.317.658;4.493.057
-9.313.784;4.494.586
-931.367;4.494.461
-9.316.128;4.493.616
-931.849;4.491.217
-9.318.905;4.491.911
-9.318.296;4.493.366
-9.314.155;449.224
-9.314.605;4.492.059
-9.314.552;4.492.965
-9.315.087;4.498.803
-9.317.989;4.493.359
-9.315.952;4.498.583
-9.315.058;4.493.796
-93.157;44.985
-9.318.473;4.491.971
-9.316.938;4.492.178
-9.314.845;4.498.812
-9.310.149;4.493.851
-9.310.233;4.493.871
-9.314.621;4.498.774
-9.318.248;4.492.864
-9.313.925;449.422
-9.315.426;4.493.577
-9.313.441;4.492.775
-9.314.605;4.492.059
-9.320.233;4.495.391
null;null
-9.318.089;4.491.706
-9.315.795;4.498.667
-9.314.552;4.492.965
-931.355;449.457
-9.320.122;4.498.319
-9.316.956;4.494.129
-9.311.536;4.494.128
-9.315.341;4.493.781
-9.316.583;4.492.386
-9.316.367;4.494.297
-9.305.105;4.498.751
-9.315.426;4.493.577
-9.317.911;4.494.504
-9.319.032;4.492.594
-9.315.829;4.493.598
-9.318.498;4.494.522
-9.317.759;449.336
-9.318.811;4.492.139
-9.316.956;4.494.129
-9.314.893;4.494.573
-9.318.278;4.491.158
-9.314.285;4.494.401
-9.315.792;4.498.816
-9.314.605;4.492.059
-931.796;4.493.421
-9.318.477;4.494.848
-9.317.784;4.492.355
-9.311.708;4.494.381
-9.316.322;4.493.244
-9.316.771;4.491.904
-9.318.907;4.493.078
-9.315.228;4.492.175
-9.308.789;4.493.545
-9.317.768;4.493.799
-9.318.455;4.492.714
-9.313.976;4.493.331
-9.314.486;4.494.281
-9.315.428;4.494.748
-9.311.558;4.494.394
-9.313.441;4.492.775
-9.313.978;4.494.489
-9.315.246;4.494.389
-9.319.237;4.493.086
-9.317.784;4.492.355
-9.319.201;449.353
-9.318.169;4.490.051
-9.314.155;449.224
-9.315.426;4.493.577
-930.359;4.494.684
-9.317.355;449.485
-9.318.943;4.497.561
-9.308.829;4.493.521
-9.315.173;4.494.397
-9.316.332;4.492.418
-931.818;449.461
-9.314.618;4.492.956
-9.308.777;4.493.545
-9.310.114;4.493.903
null;null
-9.305.251;4.498.095
-9.315.426;4.494.503
-9.313.605;4.493.427
-931.852;4.491.245
-9.317.784;4.492.355
-931.714;4.492.404
-9.318.154;4.493.619
-9.314.155;449.224
-9.318.912;4.493.514
-9.318.034;4.493.134
-9.319.361;449.325
-9.319.727;4.498.785
-9.316.322;4.493.244
-9.310.138;4.493.844
-9.317.186;4.491.532
-9.314.155;449.224
-9.316.492;4.493.691
-9.318.473;4.491.971
-931.755;4.491.697
-9.310.387;449.291
-9.319.247;449.756
-9.318.383;4.489.835
-9.311.581;4.494.128
-9.314.067;4.497.481
-9.313.441;4.492.775
-9.316.996;4.494.404
-9.318.235;4.494.611
-9.318.091;4.493.075
-9.315.273;4.492.394
-9.316.791;4.494.283
-931.949;4.497.947
-9.313.781;4.494.569
-9.318.003;4.494.175
-9.317.387;4.494.567
-9.319.755;4.498.308
-9.317.172;4.493.658
-9.315.888;4.493.705
-9.300.871;4.492.188
-9.295.723;4.506.191
-9.319.051;4.498.706
-9.314.619;4.494.537
-9.318.345;4.493.603
-9.318.562;4.493.139
-9.317.618;4.493.313
null;null
-9.317.644;4.494.746
-9.318.089;4.491.706
-931.733;4.491.861
-9.319.385;4.494.513
-9.317.563;4.490.704
-9.318.207;4.494.284
-9.308.758;4.495.063
-9.317.908;4.492.861
-9.315.426;4.494.503
-9.318.877;4.495.115
-9.311.821;4.494.217
-9.313.441;4.492.775
-931.699;4.491.983
-9.317.784;4.492.355
-9.316.189;4.493.897
-931.836;4.493.619
-9.315.968;4.493.799
-931.903;449.241
-9.315.426;4.494.503
-9.317.604;4.490.721
-9.317.788;449.082
-931.025;4.493.859
-9.318.834;4.495.058
-9.313.339;449.434
-9.315.236;4.494.283
-9.311.328;4.494.469
-9.314.552;4.492.965
-9.308.758;4.495.063
-9.319.672;4.493.254
-9.314.605;4.492.059
-9.312.417;4.494.733
-9.313.441;4.492.775
-9.315.426;4.493.577
-9.319.914;4.498.004
-9.314.155;449.224
-9.318.029;4.491.986
-9.315.426;4.494.503
-9.315.984;4.493.523
-9.300.658;4.492.274
-9.310.109;4.493.903
-9.318.391;4.494.285
-9.314.431;4.494.133
-931.619;4.493.698
-9.317.666;4.494.301
-931.774;4.493.313
-9.319.371;4.492.415
-9.309.986;4.493.905
-9.317.604;4.491.968
-9.317.265;4.493.738
-9.318.065;4.493.363
-9.314.182;4.493.792
-9.318.214;44.943
-9.319.785;4.494.757
-9.314.502;4.494.491
-9.314.216;4.494.296
-9.319.154;4.497.942
-9.315.426;4.493.577
-9.319.211;4.493.181
-9.315.426;4.493.577
-9.319.346;4.498.115
-9.314.815;4.494.282
-9.314.129;4.493.315
-9.315.094;449.451
-9.317.574;4.491.713
-9.317.375;4.492.135
-9.314.155;449.224
-9.315.005;4.492.858
-9.314.155;449.224
-9.319.361;449.325
-9.317.049;4.493.072
-9.314.739;4.494.298
-9.314.624;4.492.373
-9.317.912;4.493.134
-9.318.851;4.494.956
-9.312.834;4.494.088
-9.317.333;4.491.696
-9.319.672;4.493.254
-9.312.958;4.494.144
-9.314.552;4.492.965
-9.317.377;449.318
-9.318.089;4.491.706
-9.315.426;4.493.577
-9.318.289;4.491.322
-9.316.189;4.493.897
-9.317.784;4.492.355
-9.316.189;4.493.897
-93.183;4.491.543
-9.312.675;4.494.298
-9.310.114;4.493.903
-931.619;4.493.698
-931.948;4.494.462
-931.751;4.494.833
-9.317.125;4.492.631
-9.312.735;4.494.335
-9.313.077;4.493.487
-9.317.665;4.491.912
-9.319.136;449.232
-9.308.758;4.495.063
-9.320.227;4.495.558
-9.314.605;4.492.059
-9.317.229;4.491.696
-9.310.935;4.494.365
-9.318.273;449.137
-9.308.999;4.494.884
-9.314.155;449.224
-9.312.344;4.499.325
-9.319.372;4.493.398
-9.317.477;449.191
-9.317.798;4.494.175
-9.317.079;4.492.182
-9.314.155;449.224
-9.314.385;4.497.816
-9.319.372;4.493.411
-9.313.525;4.494.087
-9.317.788;449.082
-9.316.189;4.493.897
-9.315.426;4.494.503
-9.308.432;4.494.844
-9.313.191;4.493.597
-9.318.061;4.492.907
-9.317.802;4.494.175
-9.314.605;4.492.059
-9.314.155;449.224
-9.319.332;4.493.404
-9.312.767;4.493.788
-9.314.466;4.493.967
-9.318.233;4.493.792
-9.310.956;4.494.349
-9.312.722;4.494.143
-9.311.963;4.494.863
-932.005;4.497.885
-9.317.784;4.492.355
-9.317.784;4.492.355
-9.311.558;4.494.394
-9.317.155;4.492.584
null;null
-9.319.164;4.492.636
-9.318.484;4.493.612
-9.315.512;4.492.172
-9.315.563;4.491.908
-93.125;4.493.802
-9.312.505;4.494.143
-9.312.062;4.494.317
-9.315.426;4.493.577
-9.308.758;4.495.063
-9.315.173;4.494.397
-9.315.173;4.494.397
-931.409;4.494.384
-9.315.706;449.823
-9.314.717;4.494.266
-9.311.557;4.494.794
-9.316.189;4.493.897
-9.319.649;4.493.227
-931.973;4.494.649
-9.317.614;4.491.863
-9.313.176;4.493.459
-9.319.493;4.494.347
-9.311.093;449.442
-9.319.644;4.492.584
-9.312.588;4.493.787
-931.122;4.494.464
-9.312.835;449.361
-9.315.426;4.493.577
-9.316.363;4.490.721
-931.619;4.493.698
-9.313.492;4.493.785
-9.314.772;4.494.161
-9.313.951;4.493.897
-9.312.807;4.493.617
-9.311.478;4.494.324
-9.314.095;4.494.149
-9.319.643;4.493.316
-9.312.002;4.494.133
-9.319.746;4.493.194
-9.315.426;4.493.577
-9.314.275;449.415
-9.314.192;4.494.133
-9.298.303;4.491.111
-929.737;4.491.176
-929.736;4.491.177
-9.297.855;4.493.743
-9.294.817;4.491.887
-9.297.855;4.493.743
-9.297.908;4.493.707
-9.297.408;4.491.222
-9.294.866;4.494.451
-9.289.961;4.494.365
-929.833;4.491.086
-9.295.007;449.426
-9.294.776;4.494.229
-9.295.023;4.494.427
-9.294.839;4.494.438
-9.297.376;4.491.176
-9.290.195;4.494.256
-9.296.584;4.491.391
-929.479;4.494.466
-9.296.755;4.491.346
-9.293.049;4.491.404
-9.289.961;4.494.365
-9.294.885;4.494.467
-9.298.368;4.492.638
-9.292.963;4.492.397
-9.294.951;4.491.832
-9.298.368;4.492.638
-9.292.963;4.492.397
-9.293.107;4.492.207
-9.293.111;4.492.468
-9.293.031;4.492.189
-9.293.107;4.492.341
-9.292.971;4.492.188
-929.022;4.493.889
-9.292.964;4.492.305
-9.298.368;4.492.638
-9.293.097;4.492.266
-9.294.765;4.494.267
-9.293.031;4.492.189
-9.291.868;449.458
-929.488;4.494.483
-9.297.756;4.490.813
-9.297.586;4.490.817
-9.297.625;4.490.872
-9.290.172;449.408
-9.294.473;4.490.608
-9.294.944;4.491.869
-9.291.615;4.494.625
-9.297.232;4.491.208
-9.293.102;4.492.378
-9.297.592;4.490.954
-9.294.865;4.491.875
-9.297.194;4.491.181
-9.294.721;4.491.919
-9.293.019;4.491.384
-929.309;4.491.304
-9.289.348;449.424
-9.297.179;4.491.182
-9.294.947;4.491.782
-9.294.315;4.493.983
-9.293.128;4.491.453
-9.297.575;4.491.054
-9.294.911;449.446
-9.293.129;4.491.405
-9.294.403;4.490.808
-9.297.194;4.491.181
-9.294.529;4.490.569
-9.292.957;4.492.304
-9.297.265;449.118
-9.293.051;4.491.356
-9.293.176;4.491.353
-9.297.602;4.490.841
-9.294.546;4.493.917
-9.297.625;449.091
-9.297.625;4.490.873
-9.298.249;4.491.161
-9.291.835;44.914
-9.297.581;4.490.985
-9.295.002;4.494.431
-9.293.027;4.491.367
-9.294.403;4.490.808
-9.295.003;4.491.926
-9.297.619;4.490.948
-9.290.186;4.494.096
-9.292.459;449.403
-9.297.163;4.489.762
-9.297.197;4.489.644
-9.297.602;4.490.877
-9.294.437;4.490.669
-9.297.693;4.490.773
-9.295.102;4.491.935
-9.297.603;4.491.017
-9.297.236;449.118
-9.294.166;449.391
-9.295.998;4.490.584
-9.297.625;4.490.878
-9.294.468;4.493.846
-9.297.604;4.491.016
-9.289.427;4.494.245
-9.297.621;4.490.762
-9.297.236;449.118
-929.439;4.493.936
-9.294.317;4.493.989
-929.366;449.144
-9.294.629;4.490.636
-9.297.265;449.118
-9.290.226;4.493.985
-9.290.233;449.384
-9.294.406;4.493.986
-9.297.636;4.493.601
-9.294.723;4.491.928
-9.294.542;4.493.877
-9.294.302;4.493.906
-9.290.127;4.491.603
-9.294.965;4.494.212
-9.289.462;4.494.224
-929.584;4.490.542
-9.293.107;4.492.207
-9.294.406;4.493.986
-9.289.507;4.494.222
-9.290.196;4.494.064
-9.294.302;449.391
-9.293.097;4.492.266
null;null
-9.296.516;4.490.253
-9.293.664;4.491.437
null;null
-9.296.516;4.490.235
-9.295.147;4.491.915
null;null
-9.297.173;4.489.612
-9.294.635;4.491.925
null;null
-9.294.406;4.493.986
-9.290.243;4.493.886
-9.294.302;449.391
-9.289.455;4.494.248
-9.294.437;4.490.669
-9.294.536;449.163
-9.289.426;4.494.245
null;null
-9.291.759;4.490.739
-9.293.036;4.490.683
-9.294.689;4.491.752
-9.296.539;4.490.254
-929.715;4.489.627
-9.298.205;4.491.165
-9.290.115;4.491.709
null;null
-9.294.464;4.493.974
-9.291.766;4.491.308
-9.297.626;4.490.917
-9.289.961;4.494.365
-9.294.479;4.491.628
-9.296.576;4.490.211
-9.291.836;4.494.551
-9.291.895;4.494.595
-929.679;4.490.124
-9.293.036;4.490.683
-9.293.036;4.490.683
-9.294.835;4.494.447
-928.949;4.494.209
-9.294.604;4.491.637
-9.291.872;4.494.582
-9.294.462;4.491.628
-9.293.129;4.491.405
-9.296.732;4.490.213
-9.294.704;4.490.616
-9.290.041;4.491.718
-9.295.216;449.205
-9.297.601;4.490.833
-9.290.066;4.491.743
-9.294.542;4.493.877
-9.293.021;449.067
-9.290.192;4.494.329
-9.292.405;449.405
-9.295.647;4.490.733
-9.297.002;4.489.657
-9.294.817;4.491.887
-9.292.942;4.491.294
-9.294.564;4.491.631
-9.294.546;449.399
-9.288.534;4.489.888
-9.294.941;4.494.179
-9.293.207;4.491.413
-9.293.059;4.491.276
-9.297.648;4.491.209
-9.298.061;4.491.174
-9.296.548;4.490.212
-9.291.847;449.091
-9.291.389;4.490.741
-929.653;4.490.045
-9.293.015;4.491.381
-9.296.886;4.490.662
-929.482;4.491.892
-9.291.919;4.491.281
-9.293.036;4.490.683
-9.294.619;4.491.803
-9.295.084;4.494.226
-9.290.195;4.494.256
-9.296.869;4.493.295
-9.297.026;4.489.682
-9.292.452;449.402
-9.297.626;4.490.922
-9.297.602;449.088
-9.292.978;4.490.398
-9.291.741;4.491.281
-9.291.759;4.490.739
-9.295.309;4.492.186
-9.297.874;449.471
-9.291.743;449.128
-9.296.039;4.490.604
-9.294.421;4.493.984
-9.297.101;4.491.014
-9.291.799;4.490.906
-9.297.061;4.491.049
-9.297.202;4.489.644
-929.715;4.489.684
-9.296.709;4.490.735
-9.291.973;4.490.925
-9.293.076;4.490.609
-9.290.122;4.491.604
-9.297.602;4.490.842
-9.295.768;4.490.681
-929.561;4.490.735
-9.298.062;4.491.179
-929.297;4.490.398
-9.293.011;4.490.407
-9.295.639;4.490.735
-9.293.032;4.490.398
-929.684;4.490.094
-9.296.454;449.013
-9.290.061;4.491.729
-9.290.112;4.491.604
-9.290.061;4.491.729
-9.290.702;4.493.686
-9.290.124;4.491.603
-9.290.757;4.493.698
-9.295.097;449.214
-9.298.084;449.116
-9.288.753;4.489.905
-9.288.367;4.490.078
-9.297.339;4.489.584
-9.298.062;4.491.177
-9.288.534;4.489.888
-929.685;4.490.088
-9.291.843;4.494.558
-9.296.716;4.490.015
-9.288.402;4.489.417
-9.288.886;4.490.228
-9.288.488;4.490.006
-9.298.384;4.493.956
-9.288.597;4.489.894
-929.806;4.491.241
-9.288.886;4.490.226
-9.295.458;4.489.367
-9.290.061;4.491.709
-9.297.906;4.494.171
-9.298.115;4.494.469
-9.297.397;4.489.673
-928.873;4.490.262
-9.296.556;4.490.107
-9.296.793;4.490.107
-9.293.076;4.490.609
-9.296.769;4.490.005
-9.296.521;4.489.938
-9.297.498;4.494.258
-9.288.753;4.489.905
-9.288.718;4.490.278
-92.885;4.493.347
-9.295.645;4.492.068
-929.684;4.490.636
-9.288.402;4.493.381
-929.506;4.494.637
-9.296.602;4.489.129
-9.288.456;448.989
-9.293.094;4.490.396
-9.294.837;4.491.677
-9.296.109;4.490.647
-9.290.192;4.494.329
-9.296.715;4.490.124
-9.288.605;4.489.792
-9.288.886;4.490.229
-9.288.698;4.489.804
-9.295.997;4.490.745
-929.168;449.461
-9.296.688;4.490.465
-9.290.444;4.493.643
-9.288.528;4.489.927
null;null
-9.288.886;4.490.226
-929.053;4.493.739
-9.288.507;4.490.104
-9.290.754;4.493.699
-9.296.136;4.490.666
-9.289.016;4.491.665
-9.298.084;449.116
-928.837;4.489.585
-9.297.803;4.493.937
-9.296.709;4.490.736
-9.288.386;4.489.279
-928.855;4.489.144
-929.806;4.491.241
-9.296.402;4.492.179
-9.295.227;4.490.808
-9.288.366;4.489.659
-9.288.449;4.490.087
-9.288.753;4.489.875
-9.288.584;4.489.302
-9.294.874;4.491.673
-9.296.799;4.490.647
-9.288.581;4.490.047
-9.296.752;4.489.128
-9.289.272;4.491.851
-9.296.946;4.490.803
-92.967;4.489.128
-9.296.667;4.491.103
-9.289.287;449.164
-9.290.195;4.494.256
-9.296.613;4.489.129
-9.296.816;4.489.186
-928.837;4.489.585
-9.288.533;4.489.753
-928.869;448.984
-928.869;448.984
-9.289.074;4.491.642
-9.288.594;4.489.758
-9.289.259;4.491.851
-9.295.726;4.489.637
-9.288.507;4.490.104
   -92.89;449.172
-9.289.078;4.491.693
-9.288.527;4.489.823
-928.855;4.489.144
-9.288.775;4.490.492
-9.288.488;4.489.437
-9.288.898;449.173
-9.288.753;4.489.875
-9.288.745;4.489.941
-9.288.417;4.489.161
-9.296.738;4.490.583
-9.296.722;4.490.015
-9.296.863;4.489.206
-9.289.274;4.491.784
-9.288.355;4.489.973
-9.296.815;4.490.631
-9.290.061;4.491.729
-9.288.527;4.489.823
-9.289.141;4.491.692
-9.297.785;4.493.912
-9.297.896;4.494.081
-929.762;4.493.835
-929.718;4.490.747
-9.295.111;4.491.736
-9.288.351;4.490.006
-9.296.666;4.489.154
-928.848;4.490.043
-9.298.066;4.494.668
-9.298.039;4.494.775
-9.288.399;4.489.384
-9.295.994;4.490.746
-9.294.563;4.490.614
-9.296.595;4.489.178
-9.288.682;4.489.935
-9.289.004;4.491.713
-9.289.251;449.189
-9.289.488;4.493.873
-9.294.957;44.893
-9.289.256;4.491.777
-9.294.976;4.491.694
-9.288.951;4.490.424
-9.288.592;448.983
-9.298.176;4.493.352
-9.288.347;4.489.513
-9.287.555;4.490.339
-9.292.536;4.494.201
-9.288.367;4.490.078
-9.288.425;4.489.125
null;null
-9.298.354;4.491.004
-929.296;4.493.537
-9.289.839;44.914
-9.288.533;4.489.753
-92.869;4.490.304
-9.296.123;4.491.287
-9.287.308;4.490.336
-9.287.737;4.493.047
-9.289.414;   44.94
-9.288.554;4.489.972
-9.291.715;4.494.623
-9.288.589;4.489.931
-9.288.601;4.490.014
-9.287.194;4.490.244
-9.298.189;449.319
-9.287.927;4.493.003
-9.295.653;4.492.254
-9.288.601;4.490.014
-9.287.037;4.490.293
-9.287.131;4.490.383
-9.289.189;4.493.992
-9.286.793;4.490.325
-9.296.764;4.491.127
-9.295.635;4.492.323
-9.294.936;4.491.491
-9.287.208;4.490.352
-9.287.329;4.490.289
-9.288.834;4.490.287
-9.287.143;4.490.321
-9.288.472;4.489.605
-9.297.234;4.490.404
-9.289.184;4.493.992
-9.295.675;4.491.543
-929.507;4.489.148
-9.295.172;4.491.837
-9.296.186;4.491.828
-929.137;4.490.669
-9.288.962;4.490.319
-9.293.866;4.492.504
-9.295.959;449.047
-9.296.123;4.491.896
-929.674;4.490.583
-9.287.144;4.490.386
-9.296.401;4.491.745
-9.294.999;4.491.539
-9.289.952;4.494.296
-9.296.644;4.490.624
-9.289.309;4.494.103
-9.287.188;449.031
-9.287.959;4.492.946
-9.288.942;4.492.075
-9.287.951;4.492.894
-9.293.622;4.492.379
-9.287.777;449.306
-929.717;4.491.068
-9.287.207;4.490.327
-929.712;4.490.982
-9.295.057;4.491.452
-9.289.211;4.493.989
-9.295.157;4.491.826
-9.296.266;4.491.374
-9.287.737;4.493.047
-9.295.277;4.492.158
-9.296.742;4.490.584
-9.289.838;44.943
-9.295.629;4.492.068
-92.933;4.493.136
-9.297.222;4.490.433
-9.296.842;4.490.943
-9.293.836;4.491.241
-9.297.666;4.493.459
-9.296.576;4.490.964
-9.289.203;449.399
-9.289.896;4.494.251
-9.288.963;4.492.029
-9.289.159;4.493.979
-9.289.002;4.492.181
-9.287.975;4.492.845
-9.291.762;4.490.538
-9.297.731;4.493.306
-9.287.864;4.493.034
-9.289.764;4.491.316
-9.293.037;4.493.595
-9.289.182;4.493.976
-9.298.091;4.493.256
-9.297.062;4.490.054
-9.290.781;4.492.083
-9.296.987;4.493.207
-9.297.432;4.490.759
-9.296.332;4.490.151
-9.289.292;449.412
-9.297.862;4.493.396
-9.289.164;4.493.978
-9.295.597;4.490.653
-9.296.956;4.489.985
-9.296.693;4.491.109
-9.297.119;4.490.307
-9.293.612;4.492.396
-9.291.255;4.490.909
-9.289.041;4.492.085
-9.293.047;4.493.598
-9.287.815;4.493.022
-9.293.599;4.492.378
-929.563;4.491.474
-9.288.002;4.492.883
-9.298.054;4.493.827
-9.295.627;4.491.474
-929.625;4.489.201
-9.293.146;4.493.561
-9.289.197;4.493.974
-9.289.885;4.491.373
-9.292.451;4.490.681
-928.982;4.494.258
-9.294.182;4.489.753
-929.068;4.492.152
-9.289.798;44.943
-9.292.699;4.490.907
-9.294.985;4.488.699
-9.292.284;4.490.933
-9.289.183;4.493.976
-9.294.597;449.445
-9.288.002;4.492.883
-9.290.808;4.492.229
-9.295.749;4.489.228
-9.287.716;4.492.979
-9.293.038;4.490.941
-9.296.105;4.489.275
-929.688;4.490.323
-9.297.118;4.490.308
-9.287.458;4.490.108
-9.287.352;4.490.121
-9.295.409;4.492.067
-9.294.576;4.494.468
-9.296.521;4.491.661
-9.295.467;4.489.179
-9.295.217;4.492.088
-9.292.797;4.491.603
-9.297.429;4.490.757
-9.295.243;4.489.838
-9.289.072;4.492.128
-9.296.085;4.491.368
-9.292.527;4.492.889
-9.293.011;4.493.591
-9.291.945;4.490.591
-9.287.387;4.490.068
-928.979;4.493.388
-9.292.829;4.493.216
-9.291.041;4.493.641
-929.493;4.488.674
-9.294.929;4.488.641
-9.294.958;4.488.594
-9.291.796;4.490.561
-9.296.208;4.489.156
-9.296.269;449.013
-9.296.241;4.492.218
-928.733;4.490.306
-9.295.538;449.136
-9.295.335;4.490.002
-9.295.788;4.491.546
-9.289.872;4.493.213
-9.293.277;4.490.691
-9.290.795;4.492.654
-9.293.155;4.493.278
-9.288.378;4.489.513
-9.287.431;4.490.055
-9.296.594;4.490.749
-9.287.391;4.490.076
-9.293.144;4.493.262
-9.292.196;4.491.475
-9.296.023;4.492.108
-9.287.329;4.490.272
-9.291.242;4.491.711
-9.287.329;4.490.268
-9.287.329;4.490.289
-9.294.441;4.494.391
-9.290.715;4.492.587
-9.287.329;4.490.279
-9.292.255;449.072
-9.291.426;4.493.578
-9.287.384;4.490.117
-928.741;4.490.112
-929.743;4.490.758
-9.288.799;4.492.099
-9.294.982;4.489.295
-9.295.756;4.490.149
-9.292.264;449.091
-9.296.198;4.490.456
-9.289.768;4.493.327
-9.294.703;4.492.468
-9.291.007;4.493.672
-9.293.579;4.490.631
-9.294.257;4.490.951
-9.287.329;4.490.289
-929.493;4.488.667
-9.287.329;4.490.268
-9.293.576;4.490.632
-9.293.135;449.308
-9.295.979;4.489.707
-9.297.023;449.312
-9.287.445;4.490.108
-9.287.838;4.492.915
-9.288.713;4.492.159
-9.291.133;4.493.614
-9.289.373;4.490.354
-9.287.329;4.490.279
-9.292.164;4.490.634
-9.292.682;4.492.795
-9.287.427;4.490.046
-9.287.365;4.490.119
-9.287.679;449.292
-9.291.382;4.493.107
-9.295.849;4.491.304
-9.290.782;4.492.133
-9.289.836;4.493.245
-9.290.846;449.318
-929.339;4.491.282
-9.292.889;4.493.117
-9.287.394;4.490.085
-9.287.384;4.490.058
-929.243;449.429
-9.296.497;4.491.304
-929.486;449.399
-9.292.073;4.493.383
-9.293.524;449.068
-9.294.354;4.491.684
-9.287.365;4.490.091
-9.294.566;4.494.291
-929.006;4.493.396
-9.296.059;4.491.356
-9.289.559;4.493.386
-9.291.539;4.491.439
-928.862;4.492.235
-9.287.434;4.490.064
-9.290.712;4.492.432
-9.288.799;4.492.099
-929.339;4.491.279
-9.296.081;449.024
-9.294.522;4.493.963
-9.291.283;4.491.506
-9.293.388;4.491.273
-928.862;4.492.235
-9.295.254;4.489.939
-928.877;4.490.492
-9.293.617;4.492.396
-9.291.649;4.490.495
-929.205;4.494.577
-9.287.355;4.490.064
-9.294.506;4.492.223
-9.294.073;4.489.301
-9.292.453;4.490.631
-9.286.734;4.490.043
-9.292.893;449.298
-9.294.645;4.494.083
-9.287.781;4.492.923
-9.293.348;4.490.641
-9.293.588;4.490.629
-9.292.452;4.491.798
-9.288.687;4.493.709
-928.868;4.491.729
-9.292.001;4.494.503
-928.929;449.412
-9.287.862;4.492.913
-9.291.358;4.493.494
-9.287.339;4.490.122
-9.287.347;4.490.142
-92.942;4.489.752
-9.296.243;4.489.173
-9.295.544;448.956
-9.289.187;4.493.992
-9.290.722;4.492.502
-9.291.333;4.491.659
-9.288.377;449.103
-9.291.998;44.944
-9.292.197;4.492.757
-9.289.213;4.493.988
-9.292.336;4.493.606
-9.294.653;4.492.215
-9.295.199;4.490.131
-9.290.784;4.492.224
-9.295.268;4.493.559
-9.288.653;4.493.361
-9.288.467;4.491.496
-929.553;4.489.437
-9.297.115;4.490.566
-9.289.406;4.492.149
-9.289.953;4.493.318
-929.385;4.492.482
-9.291.709;4.494.499
-9.293.323;4.490.656
-9.289.728;4.493.232
-9.288.838;4.493.279
-9.292.436;4.494.297
-9.288.765;4.490.492
-9.294.018;4.490.827
-9.291.323;4.493.618
-9.292.402;4.489.137
-9.297.421;449.075
-9.296.109;4.489.273
-9.294.929;4.488.634
-9.288.817;4.493.842
-9.294.725;4.494.109
-929.208;4.492.264
-9.293.584;449.063
-929.562;4.489.715
-9.288.391;4.491.569
-9.293.532;4.493.065
-9.294.693;4.494.109
-9.295.022;4.490.028
