latitude;longitude;walkscore;bikescore;;
4.492.355;-9.317.784;46;61;;
4.490.266;-9.317.317;69;54;;
4.492.584;-9.317.155;63;68;;
4.493.398;-9.315.222;53;63;;
4.492.975;-9.315.127;66;69;;
4.495.121;-9.314.262;69;60;;
4.492.612;-9.313.564;67;67;;
449.249;-9.309.779;57;46;;
4.499.882;-9.309.438;27; null;;
4.492.477;-9.308.625;50;38;;
4.503.519;-930.502;2; null;;
4.501.386;-9.303.358;27; null;;
4.496.418;-9.301.581;37;57;;
4.495.784;-9.301.446;52;67;;
4.494.702;-9.299.657;6; null;;
4.492.696;-929.905;9; null;;
4.491.702;-9.298.603;7; null;;
4.490.631;-9.296.815;22; null;;
4.489.129;-9.296.602;4; null;;
4.489.853;-9.295.518;2; null;;
4.492.341;-9.293.107;55; null;;
4.492.426;-9.291.416;6; null;;
4.489.935;-9.288.682;2; null;;
4.490.014;-9.288.601;2; null;;
4.490.853;-9.288.176;8; null;;
4.500.877;-9.288.013;8; null;;
4.490.244;-9.287.194;8; null;;
4.493.895;-9.318.359;75;72;;
4.496.132;-9.317.123;82;79;;
4.497.998;-9.316.386;65;69;;
4.496.728;-9.315.605;49;58;;
4.498.152;-9.312.727;26;51;;
4.492.623;-9.309.477;47;41;;
4.501.874;-9.306.525;9; null;;
4.500.783;-9.304.374;37; null;;
4.496.867;-9.304.355;51;66;;
4.498.184;-930.245;56;60;;
4.497.502;-930.095;9;51;;
4.499.326;-9.300.354;13; null;;
4.498.035;-9.298.785;23; null;;
4.491.428;-9.298.607;5; null;;
4.493.295;-9.296.869;26; null;;
4.493.096;-9.289.702;5; null;;
4.492.845;-9.287.975;2; null;;
4.493.409;-9.318.359;69;71;;
4.495.493;-9.316.969;86;76;;
4.493.251;-9.316.823;67;69;;
4.498.691;-9.316.319;54;55;;
4.496.013;-9.316.008;76;79;;
4.495.402;-9.314.249;77;66;;
449.231;-9.313.933;60;64;;
4.495.011;-9.313.799;72;59;;
4.494.056;-9.312.532;87;74;;
4.493.171;-9.311.972;57;78;;
4.492.336;-9.310.196;67;57;;
4.499.026;-9.308.053;23;50;;
4.492.551;-9.307.877;64;45;;
4.495.628;-9.306.903;71;71;;
4.497.024;-930.619;77;68;;
449.535;-9.303.627;39;37;;
450.322;-9.303.347;50; null;;
4.502.047;-9.302.795;25; null;;
4.498.092;-9.301.636;20;53;;
4.494.538;-9.301.245;50;68;;
4.498.134;-9.301.158;12;51;;
449.783;-9.300.098;7; null;;
4.489.584;-9.297.339;1; null;;
4.501.784;-9.296.813;8; null;;
4.495.559;-9.296.784;36; null;;
4.492.068;-9.295.629;45; null;;
4.491.892;-929.482;31; null;;
4.490.631;-9.292.453;4; null;;
4.487.928;-9.291.661;0; null;;
4.491.693;-9.289.078;8; null;;
4.492.751;-9.317.975;58;72;;
4.490.396;-9.316.341;63;63;;
4.492.496;-9.315.552;76;61;;
4.494.283;-9.315.236;71;79;;
4.495.806;-9.312.664;85;79;;
4.497.764;-9.311.473;52;51;;
4.499.457;-9.309.637;36; null;;
4.494.936;-9.308.889;96;74;;
4.499.386;-9.301.146;30; null;;
4.499.749;-9.300.943;25; null;;
4.497.019;-9.297.654;28; null;;
4.491.182;-9.297.179;24; null;;
4.489.627;-929.715;3; null;;
4.500.569;-9.296.937;5; null;;
4.497.671;-9.296.242;11; null;;
4.490.683;-9.293.036;6; null;;
4.492.397;-9.292.963;55; null;;
4.493.794;-9.292.612;59; null;;
4.494.256;-9.290.195;49; null;;
4.494.258;-928.982;53; null;;
4.494.245;-9.289.427;48; null;;
4.490.043;-928.848;2; null;;
4.490.085;-9.287.164;4; null;;
4.493.134;-9.317.912;59;70;;
4.492.927;-9.315.005;64;68;;
4.494.492;-9.314.763;79;77;;
4.492.311;-9.314.693;54;48;;
4.493.851;-9.310.149;66;67;;
4.497.467;-930.942;40;63;;
4.492.155;-9.308.367;46;34;;
4.495.815;-9.308.061;70;71;;
4.495.065;-9.305.044;46;68;;
4.495.005;-9.304.518;31;63;;
4.498.679;-9.302.265;68;64;;
449.854;-9.302.136;59;64;;
449.592;-9.296.785;45; null;;
4.497.536;-9.295.165;9; null;;
4.493.107;-9.291.382;7; null;;
4.495.849;-9.290.396;4; null;;
4.491.413;-9.318.007;65;53;;
4.490.006;-9.317.908;52;67;;
4.491.713;-9.317.574;61;56;;
4.492.695;-93.132;69;70;;
4.495.473;-9.313.197;81;69;;
4.493.016;-9.312.584;64;79;;
4.494.464;-931.122;77;72;;
4.499.169;-9.307.754;16;49;;
4.494.557;-9.301.651;43;63;;
4.503.515;-9.300.306;24; null;;
449.267;-9.300.236;19; null;;
4.492.336;-9.299.942;9; null;;
449.118;-9.297.265;27; null;;
4.490.015;-9.296.716;10; null;;
4.489.129;-9.296.613;4; null;;
4.489.501;-9.296.319;6; null;;
4.502.432;-9.295.213;0; null;;
4.490.691;-9.293.277;5; null;;
4.490.407;-9.293.011;5; null;;
4.491.781;-9.292.444;41; null;;
4.493.686;-9.290.702;36; null;;
4.490.477;-9.289.816;0; null;;
4.493.056;-9.317.313;61;70;;
4.492.404;-931.714;55;63;;
4.491.364;-9.316.916;40;45;;
449.428;-9.316.111;72;76;;
4.494.863;-9.311.963;81;70;;
4.494.559;-9.311.626;81;70;;
449.748;-9.311.115;63;51;;
4.492.101;-9.310.297;70;57;;
4.500.377;-9.308.452;22; null;;
4.499.795;-930.407;30; null;;
4.500.244;-9.303.194;37; null;;
449.875;-9.294.752;7; null;;
4.498.872;-9.293.402;1; null;;
4.492.305;-9.292.964;55; null;;
4.492.889;-9.292.527;15; null;;
4.489.959;-9.292.122;10; null;;
4.495.413;-9.292.075;11; null;;
4.490.108;-9.287.445;6; null;;
4.490.122;-9.287.339;6; null;;
4.493.181;-9.319.211;46;78;;
4.496.123;-9.316.509;82;81;;
4.494.503;-9.315.426;66;78;;
449.654;-9.314.623;43;62;;
4.497.724;-9.310.044;62;59;;
4.498.753;-9.308.355;25;62;;
4.499.805;-9.306.958;12; null;;
4.497.595;-9.305.814;70;58;;
4.503.482;-9.304.903;2; null;;
4.499.721;-9.303.815;26; null;;
4.497.174;-9.302.794;47;43;;
4.494.626;-9.301.468;64;72;;
4.499.168;-9.299.912;21; null;;
4.490.948;-9.297.619;23; null;;
4.497.644;-929.626;11; null;;
4.488.466;-9.294.934;8; null;;
4.491.628;-9.294.479;26; null;;
4.493.873;-9.289.488;33; null;;
4.492.368;-9.289.275;13; null;;
4.492.946;-9.287.959;2; null;;
4.490.117;-9.287.384;6; null;;
4.492.178;-9.316.938;55;61;;
4.497.996;-9.310.579;69;50;;
4.492.444;-9.307.684;58;39;;
4.498.657;-9.307.226;51;57;;
4.499.528;-9.301.893;54; null;;
4.495.838;-9.301.751;47;60;;
4.491.176;-9.297.376;26; null;;
4.486.555;-9.296.461;1; null;;
4.489.228;-9.295.749;5; null;;
4.491.986;-9.318.029;65;63;;
4.493.404;-9.317.112;73;71;;
4.496.728;-9.315.558;49;58;;
4.492.965;-9.314.552;59;57;;
4.492.246;-9.313.857;58;68;;
4.497.265;-9.313.093;45;68;;
449.431;-93.121;80;73;;
4.498.942;-9.311.817;22;27;;
449.754;-9.310.183;66;57;;
449.289;-9.307.731;75;49;;
4.497.643;-9.305.391;63;67;;
4.496.501;-9.304.483;45;61;;
450.011;-9.303.066;29; null;;
4.499.431;-9.302.771;60; null;;
4.495.652;-9.300.907;39;70;;
4.494.705;-9.299.216;12; null;;
4.489.273;-9.296.109;4; null;;
4.490.234;-9.295.649;12; null;;
4.493.962;-9.291.882;42; null;;
4.492.912;-9.287.027;0; null;;
4.490.236;-9.318.275;40;63;;
4.493.223;-9.316.332;71;69;;
4.492.458;-9.315.416;75;60;;
4.493.127;-9.312.562;61;78;;
4.498.995;-9.310.715;71;62;;
4.494.798;-9.308.658;93;72;;
4.495.424;-9.305.811;56;55;;
4.503.475;-9.304.916;2; null;;
4.496.469;-9.302.257;43;54;;
4.496.806;-9.301.189;34;55;;
4.491.161;-9.298.249;16; null;;
4.489.682;-9.297.026;4; null;;
4.494.109;-9.294.709;41; null;;
4.494.109;-9.294.693;41; null;;
4.492.287;-9.292.792;31; null;;
4.491.846;-9.292.173;33; null;;
4.491.469;-9.289.911;14; null;;
449.412;-9.289.292;39; null;;
4.489.144;-928.855;0; null;;
4.491.314;-9.288.319;4; null;;
4.490.142;-9.287.347;6; null;;
4.489.694;-9.286.855;1; null;;
4.496.316;-9.319.248;69;67;;
4.494.284;-9.318.207;73;75;;
449.336;-9.317.759;73;72;;
4.491.413;-9.316.811;44;46;;
4.493.095;-9.315.696;68;70;;
4.494.588;-9.314.786;76;77;;
4.494.025;-9.313.167;90;69;;
4.494.846;-9.312.213;82;69;;
4.499.081;-9.311.945;15;29;;
4.492.182;-9.310.052;71;45;;
4.492.326;-9.307.084;28;26;;
4.494.999;-930.436;28;63;;
4.497.075;-9.303.536;40;42;;
4.496.586;-9.301.142;36;59;;
4.501.931;-9.298.235;37; null;;
4.501.312;-9.298.071;34; null;;
4.491.176;-929.737;27; null;;
4.496.603;-9.297.012;30; null;;
4.490.746;-9.295.994;13; null;;
4.501.546;-9.295.721;0; null;;
4.498.611;-9.295.574;1; null;;
4.497.941;-9.294.927;1; null;;
4.494.466;-929.479;35; null;;
4.489.875;-9.293.891;4; null;;
4.491.683;-9.292.172;29; null;;
4.493.549;-9.289.316;8; null;;
4.498.665;-9.319.728;63;63;;
4.498.938;-931.358;32;50;;
4.496.017;-9.313.021;76;70;;
449.239;-9.312.955;60;81;;
4.495.765;-9.311.661;86;83;;
4.492.182;-9.310.171;71;56;;
4.498.842;-9.308.229;28;59;;
4.496.917;-9.307.182;84;72;;
4.492.017;-930.621;5;21;;
4.496.548;-9.303.307;38;42;;
4.498.487;-9.302.043;59;64;;
4.496.649;-9.301.695;38;52;;
4.501.413;-9.296.238;8; null;;
4.501.875;-929.618;5; null;;
4.488.404;-9.295.088;7; null;;
4.498.364;-9.294.594;3; null;;
450.341;-9.294.249;0; null;;
4.492.587;-9.290.715;11; null;;
4.492.128;-9.289.072;10; null;;
4.493.584;-931.529;59;67;;
4.492.111;-9.312.957;30;59;;
4.496.818;-9.297.654;25; null;;
4.493.835;-929.762;26; null;;
449.688;-9.295.094;29; null;;
4.495.977;-9.294.845;27; null;;
4.489.554;-9.292.216;12; null;;
4.488.027;-9.291.791;1; null;;
449.172;   -92.89;8; null;;
449.948;-9.287.797;25; null;;
4.489.835;-9.318.383;21;41;;
4.494.511;-9.315.466;66;78;;
4.494.348;-9.313.929;81;71;;
4.497.346;-9.312.647;47;71;;
4.497.761;-9.310.215;65;56;;
4.497.287;-9.305.608;56;58;;
4.494.684;-930.359;25;42;;
4.497.186;-9.302.686;46;44;;
449.839;-9.302.271;57;62;;
450.301;-9.300.391;36; null;;
4.492.181;-9.300.004;6; null;;
4.489.673;-9.297.397;1; null;;
4.489.938;-9.296.521;11; null;;
450.083;-9.296.072;8; null;;
4.502.407;-9.295.617;1; null;;
4.494.637;-929.506;34; null;;
449.612;-9.293.202;22; null;;
4.492.859;-9.292.671;21; null;;
449.461;-929.168;48; null;;
4.491.734;-9.291.497;14; null;;
44.872;-9.291.284;0; null;;
4.489.875;-9.288.753;2; null;;
4.491.569;-9.288.391;4; null;;
4.491.472;-9.287.918;6; null;;
4.493.316;-9.319.643;30;68;;
4.491.622;-9.317.378;55;52;;
4.492.862;-931.732;61;70;;
449.436;-9.316.529;78;77;;
4.495.925;-9.315.281;62;73;;
4.498.515;-9.312.648;27;44;;
4.493.785;-9.311.959;63;59;;
4.498.264;-9.311.284;45;48;;
4.493.091;-9.309.764;41;52;;
4.494.884;-9.308.999;97;70;;
4.498.903;-9.307.474;26;52;;
4.497.936;-930.697;78;55;;
4.495.402;-9.303.531;39;37;;
4.498.814;-9.301.786;58;64;;
4.498.901;-9.297.172;7; null;;
4.490.094;-929.684;11; null;;
4.490.636;-9.294.629;4; null;;
4.496.091;-9.292.058;1; null;;
4.490.906;-9.291.799;4; null;;
4.492.323;-9.288.143;7; null;;
4.495.558;-9.320.227;32;71;;
4.492.991;-9.316.734;71;69;;
44.906;-9.316.077;58;59;;
4.494.133;-9.314.431;88;74;;
4.498.225;-9.312.723;26;51;;
4.497.698;-9.311.091;59;50;;
4.492.395;-9.310.438;58;65;;
4.496.172;-9.308.205;51;64;;
4.496.285;-9.302.202;41;56;;
4.495.879;-9.301.298;38;63;;
4.495.944;-9.300.504;42;64;;
4.491.786;-9.300.265;2; null;;
4.497.956;-9.298.843;19; null;;
4.490.877;-9.297.602;21; null;;
4.498.516;-929.627;5; null;;
4.501.275;-9.296.236;8; null;;
4.489.637;-9.295.726;4; null;;
4.493.359;-9.295.176;35; null;;
4.493.645;-9.292.193;30; null;;
449.274;-9.291.837;5; null;;
448.725;-929.121;0; null;;
4.492.075;-9.288.942;13; null;;
4.490.316;-9.288.606;4; null;;
4.489.513;-9.288.378;1; null;;
4.493.409;-9.318.371;69;71;;
4.497.908;-9.313.373;28;66;;
4.494.541;-9.309.977;96;76;;
4.493.203;-9.309.545;45;49;;
4.492.733;-930.832;71;46;;
4.497.614;-9.307.956;72;50;;
4.500.436;-9.306.791;5; null;;
449.692;-9.306.683;84;67;;
4.498.458;-930.445;43;64;;
4.499.537;-9.302.771;50; null;;
4.497.012;-9.301.832;41;48;;
4.491.644;-929.593;17; null;;
4.489.838;-9.295.243;5; null;;
450.041;-929.406;7; null;;
4.490.681;-9.292.451;4; null;;
4.487.344;-9.291.427;0; null;;
4.492.502;-9.290.722;12; null;;
4.493.984;-9.316.308;77;73;;
4.493.169;-931.585;66;69;;
4.492.688;-9.315.482;77;64;;
4.495.671;-931.404;81;67;;
4.492.611;-9.313.741;63;67;;
449.207;   -93.13;44;69;;
4.498.924;-9.309.933;33;55;;
4.497.283;-9.305.784;62;51;;
4.495.415;-9.305.079;39; null;;
4.499.067;-9.304.734;21;54;;
4.495.016;-9.303.453;43;42;;
4.503.531;-930.295;50; null;;
4.497.685;-9.299.892;15; null;;
4.500.056;-929.833;33; null;;
4.490.943;-9.296.842;23; null;;
449.136;-9.295.538;15; null;;
4.491.887;-9.294.817;31; null;;
4.489.876;-9.293.902;4; null;;
4.500.575;-9.293.761;2; null;;
4.491.405;-9.293.129;41; null;;
4.492.189;-9.293.031;58; null;;
4.490.561;-9.291.796;3; null;;
448.984;-928.869;1; null;;
4.493.134;-9.318.034;56;71;;
4.498.872;-931.556;57;56;;
4.493.129;-9.315.312;61;66;;
4.498.721;-9.310.703;71;61;;
4.499.038;-9.304.036;32;42;;
4.495.688;-9.303.773;36;37;;
4.503.233;-9.303.286;50; null;;
4.492.508;-9.299.815;12; null;;
4.494.772;-9.299.159;13; null;;
4.501.043;-9.298.204;37; null;;
4.495.748;-929.734;25; null;;
4.490.827;-9.294.018;12; null;;
4.494.625;-9.291.615;45; null;;
4.495.282;-9.290.755;8; null;;
4.491.176;-9.287.738;9; null;;
4.489.589;-9.287.429;3; null;;
4.491.706;-9.318.089;75;61;;
4.490.264;-9.316.675;66;73;;
4.493.186;-9.316.669;73;71;;
4.498.731;-9.314.543;63;66;;
4.496.018;-9.313.587;67;65;;
4.495.852;-9.312.983;80;71;;
4.494.414;-9.312.383;86;64;;
4.499.835;-9.309.167;27; null;;
4.497.078;-9.308.538;57;64;;
4.492.229;-9.307.057;21;22;;
4.495.321;-9.298.363;22; null;;
4.491.004;-9.298.354;11; null;;
4.489.769;-9.295.595;2; null;;
449.526;-9.293.574;29; null;;
4.488.179;-9.292.189;3; null;;
4.487.293;-9.291.613;0; null;;
4.495.291;-9.290.742;8; null;;
4.490.942;-9.289.487;3; null;;
4.492.289;-9.289.085;11; null;;
4.500.841;-9.287.676;9; null;;
4.489.433;-9.287.466;1; null;;
4.491.861;-931.733;56;58;;
4.494.281;-9.314.486;84;76;;
4.497.298;-9.313.971;38;71;;
4.494.861;-9.312.813;81;63;;
4.493.903;-9.310.114;67;70;;
4.499.126;-9.307.379;23;47;;
4.501.664;-9.305.657;16; null;;
4.497.144;-9.305.381;48;60;;
4.497.743;-9.302.869;55;54;;
4.497.953;-9.302.064;35;55;;
4.490.015;-9.296.722;10; null;;
4.497.072;-9.296.156;36; null;;
4.486.919;-9.295.471;0; null;;
448.803;-9.291.733;1; null;;
4.487.343;-9.291.644;0; null;;
4.490.305;-9.289.395;4; null;;
448.983;-9.288.592;1; null;;
4.489.387;-928.734;0; null;;
4.495.022;-9.317.485;70;77;;
449.459;-9.315.132;70;80;;
449.451;-9.312.976;85;65;;
4.497.305;-9.311.241;60;53;;
449.776;-9.311.072;59;50;;
4.493.903;-9.310.109;67;70;;
4.496.274;-9.308.234;64;70;;
4.496.183;-9.308.155;69;74;;
4.499.093;-9.307.718;22;50;;
449.632;-9.307.455;81;73;;
4.497.638;-9.305.062;61;71;;
4.496.501;-930.443;45;61;;
4.496.561;-9.302.914;45;47;;
4.494.557;-930.166;43;63;;
449.548;-9.300.748;44;70;;
4.500.275;-9.298.192;14; null;;
4.491.896;-9.296.123;43; null;;
4.490.469;-9.295.013;4; null;;
44.981;-9.294.544;2; null;;
4.493.767;-9.292.085;35; null;;
4.489.371;-9.290.858;1; null;;
4.490.864;-9.318.909;33;60;;
4.494.003;-931.848;73;73;;
4.493.359;-9.317.989;72;72;;
4.491.169;-9.317.362;43;42;;
4.493.251;-931.684;67;69;;
449.443;-9.312.856;87;65;;
4.492.463;-9.308.793;46;35;;
4.499.208;-9.308.439;19; null;;
4.497.552;-9.305.915;70;58;;
4.497.042;-9.305.306;41;62;;
4.495.112;-9.304.266;19;57;;
4.500.758;-9.302.922;39; null;;
4.491.381;-9.293.015;21; null;;
4.487.369;-9.291.792;0; null;;
4.490.116;-9.289.616;6; null;;
4.490.649;-9.289.113;1; null;;
4.489.444;-9.288.779;1; null;;
4.489.905;-9.288.753;2; null;;
4.491.496;-9.288.532;7; null;;
449.241;-931.903;73;74;;
4.491.261;-9.318.601;72;63;;
4.491.099;-9.317.685;45;44;;
449.568;-931.583;84;79;;
4.498.998;-9.314.682;72;67;;
4.493.459;-9.313.176;63;55;;
4.497.038;-9.312.951;51;64;;
449.361;-9.312.835;72;62;;
4.497.989;-9.311.239;47;48;;
4.498.438;-9.310.796;67;56;;
4.502.116;-9.305.351;19; null;;
4.494.862;-9.305.283;51;67;;
4.497.862;-9.301.788;24;53;;
4.499.436;-9.301.159;30; null;;
4.497.961;-9.298.663;21; null;;
4.491.241;-929.806;20; null;;
4.487.488;-9.297.637;3; null;;
4.498.179;-9.296.995;3; null;;
4.500.268;-929.287;0; null;;
4.500.709;-9.288.117;17; null;;
4.490.293;-9.287.037;7; null;;
4.490.839;-9.318.771;48;69;;
4.496.639;-9.317.968;38;69;;
4.493.244;-9.316.449;72;70;;
4.496.651;-9.316.373;69;70;;
4.496.527;-9.315.687;55;62;;
4.493.398;-9.315.207;53;63;;
4.496.324;-9.314.391;55;65;;
4.496.832;-9.314.339;36;64;;
4.497.262;-9.308.582;54;60;;
4.500.951;-930.829;12; null;;
4.497.934;-9.307.172;76;54;;
4.495.688;-9.303.718;36;37;;
4.499.929;-9.302.793;32; null;;
4.499.091;-9.301.897;64;61;;
4.497.169;-9.298.471;53; null;;
4.494.171;-9.297.906;23; null;;
4.498.169;-9.296.982;3; null;;
4.497.052;-9.296.428;42; null;;
4.493.877;-9.294.542;42; null;;
4.493.136;-92.933;44; null;;
4.493.245;-9.289.836;8; null;;
4.495.475;-9.317.049;85;75;;
4.492.132;-9.316.049;63;59;;
4.496.516;-9.315.902;59;65;;
4.495.655;-9.315.047;76;74;;
4.498.401;-9.311.759;39;40;;
4.496.622;-930.954;43;53;;
4.495.157;-9.309.106;95;56;;
4.497.742;-9.306.799;83;53;;
4.499.513;-9.304.813;22; null;;
4.498.043;-9.304.301;66;73;;
4.500.008;-9.303.708;30; null;;
4.500.968;-9.302.269;50; null;;
4.498.374;-9.301.948;48;61;;
449.692;-9.301.591;37;49;;
449.592;-9.297.129;35; null;;
4.490.054;-9.297.062;8; null;;
4.501.499;-9.295.975;7; null;;
4.490.735;-929.561;12; null;;
4.489.198;-9.293.243;5; null;;
4.491.353;-9.293.176;39; null;;
4.492.499;-9.292.628;24; null;;
4.493.842;-9.288.817;9; null;;
449.191;-9.317.477;59;58;;
4.490.721;-9.316.363;29;26;;
4.495.671;-9.315.032;76;74;;
4.497.513;-9.314.376;37;71;;
4.493.062;-9.312.822;60;75;;
4.498.544;-9.312.778;25;43;;
4.495.384;-9.312.689;84;77;;
4.496.942;-931.251;52;72;;
4.498.441;-9.312.015;36;44;;
4.498.165;-9.311.767;34;37;;
4.498.341;-9.311.481;45;40;;
4.497.544;-9.308.103;69;52;;
4.499.121;-9.307.485;22;48;;
4.499.237;-9.306.999;16; null;;
4.497.024;-9.306.265;79;71;;
4.496.154;-9.302.519;48;55;;
4.496.977;-9.301.652;39;49;;
449.809;-9.300.875;4;46;;
4.491.608;-9.300.502;5;33;;
4.493.095;-9.299.819;18; null;;
4.494.208;-9.298.802;29; null;;
4.489.437;-929.553;3; null;;
450.169;-9.294.894;0; null;;
4.492.482;-929.385;32; null;;
4.492.468;-9.293.111;53; null;;
449.399;-9.289.203;30; null;;
4.494.956;-9.318.851;55;71;;
4.491.543;-93.183;77;60;;
4.496.702;-9.317.968;38;69;;
4.490.054;-9.317.877;56;58;;
4.495.415;-931.756;77;80;;
4.498.667;-9.315.795;51;57;;
449.334;-9.315.549;60;67;;
4.495.928;-9.314.108;70;63;;
4.498.492;-9.313.098;25;43;;
4.493.617;-9.312.807;70;59;;
4.492.391;-9.310.574;58;65;;
4.497.582;-930.754;82;53;;
4.497.943;-9.305.411;60;73;;
4.500.851;-9.304.688;34; null;;
4.492.656;-9.301.559;4;34;;
4.496.371;-9.301.248;39;62;;
4.497.567;-9.299.382;27; null;;
4.490.131;-9.295.199;7; null;;
4.492.741;-9.292.199;6; null;;
4.493.906;-929.159;41; null;;
4.492.775;-9.290.842;7; null;;
4.491.561;-9.287.603;4; null;;
4.493.421;-931.796;72;72;;
4.494.925;-9.317.119;79;77;;
4.490.483;-9.316.332;59;46;;
4.493.244;-9.316.322;71;69;;
4.492.705;-9.315.852;76;64;;
4.493.247;-9.315.243;55;67;;
4.493.511;-931.336;72;67;;
4.497.328;-9.307.707;82;48;;
4.498.391;-9.306.701;66;66;;
4.500.506;-9.305.023;24; null;;
4.500.366;-9.304.982;23; null;;
4.503.633;-9.303.292;42; null;;
4.499.966;-9.298.407;33; null;;
4.498.181;-9.294.851;2; null;;
4.496.125;-9.294.582;29; null;;
4.492.304;-9.292.957;55; null;;
4.493.288;-9.292.525;27; null;;
4.494.248;-929.166;43; null;;
4.493.641;-9.291.041;33; null;;
4.491.665;-9.289.016;12; null;;
4.489.973;-9.288.355;4; null;;
4.500.315;-928.781;40; null;;
4.494.649;-931.973;36;68;;
4.493.404;-9.319.332;45;82;;
449.056;-9.318.156;39;52;;
4.498.219;-9.316.661;66;60;;
4.500.115;-9.309.469;16; null;;
4.492.638;-9.307.501;61;45;;
4.498.151;-9.307.465;64;57;;
4.498.091;-9.305.662;57;73;;
4.494.783;-9.303.335;31;43;;
4.497.999;-9.301.732;25;55;;
4.495.593;-9.300.879;39;70;;
4.495.521;-9.300.572;49;70;;
4.486.658;-9.296.876;1; null;;
4.489.201;-929.625;5; null;;
4.489.685;-929.328;9; null;;
4.493.383;-9.292.073;16; null;;
4.503.049;-9.290.933;0; null;;
4.490.492;-9.288.765;2; null;;
4.499.488;-9.287.927;25; null;;
4.496.639;-9.317.275;63;72;;
4.490.306;-93.159;42;54;;
4.496.184;-9.315.734;61;71;;
4.499.066;-9.312.772;18;38;;
4.493.432;-9.312.369;61;77;;
4.494.133;-9.312.002;72;71;;
4.497.399;-9.310.007;61;61;;
4.496.518;-9.309.287;38;55;;
4.495.269;-9.306.824;43;63;;
449.768;-9.306.467;81;56;;
4.499.708;-9.303.943;28; null;;
4.495.873;-9.301.915;47;56;;
4.494.558;-9.301.831;52;67;;
4.496.695;-9.295.304;34; null;;
4.491.915;-9.295.147;36; null;;
450.138;-9.290.888;0; null;;
4.493.258;-928.971;7; null;;
449.103;-9.288.377;5; null;;
4.493.619;-9.318.154;72;71;;
4.491.149;-9.317.664;45;44;;
449.286;-9.316.796;71;69;;
44.972;-9.314.235;40;70;;
4.497.481;-9.314.067;41;74;;
4.494.845;-9.313.785;72;56;;
4.498.266;-9.312.271;27;52;;
4.493.395;-9.311.472;55;68;;
4.497.524;-931.137;56;53;;
45.003;-9.307.738;18; null;;
4.499.033;-9.307.256;19;43;;
4.492.499;-9.307.057;36;31;;
4.501.601;-9.305.645;16; null;;
4.497.523;-9.305.062;56;70;;
4.495.163;-9.303.857;31;44;;
4.496.043;-9.301.267;33;64;;
4.497.219;-9.299.707;26; null;;
449.565;-9.298.922;17; null;;
4.501.941;-929.663;9; null;;
4.497.152;-9.296.141;29; null;;
4.502.147;-9.295.789;3; null;;
4.502.233;-9.295.657;1; null;;
4.490.046;-9.287.427;6; null;;
4.495.115;-9.318.877;56;71;;
4.493.447;-931.754;72;72;;
4.496.008;-9.317.491;78;81;;
4.493.406;-9.317.353;72;72;;
4.492.451;-9.316.909;62;64;;
4.497.742;-9.316.343;61;69;;
4.495.669;-9.315.859;84;79;;
4.496.031;-9.315.281;53;69;;
4.495.761;-9.315.093;70;73;;
4.496.548;-9.314.864;41;64;;
4.492.059;-9.314.605;45;52;;
4.499.989;-9.309.645;21; null;;
449.945;-9.309.555;36; null;;
4.494.844;-9.308.432;86;74;;
4.500.904;-9.307.022;2; null;;
4.494.755;-9.305.918;52;51;;
4.497.941;-9.305.682;64;75;;
4.495.322;-9.303.434;41;39;;
4.503.366;-9.303.434;38; null;;
4.497.759;-9.302.742;54;54;;
4.498.816;-9.301.555;45;56;;
4.492.206;-9.301.134;2;23;;
4.503.018;-9.299.922;14; null;;
4.491.149;-9.298.898;3; null;;
449.132;-9.298.682;4; null;;
4.497.877;-9.298.031;43; null;;
4.490.773;-9.297.693;6; null;;
4.500.124;-9.297.243;8; null;;
4.490.647;-9.296.109;9; null;;
4.495.866;-9.294.698;23; null;;
4.492.207;-9.290.912;11; null;;
4.490.367;-9.318.582;32;64;;
4.492.182;-9.317.079;53;61;;
4.492.351;-9.316.411;66;63;;
4.495.015;-9.313.525;70;58;;
4.492.346;-9.310.076;67;51;;
4.494.853;-9.306.171;53;51;;
4.499.477;-9.305.191;12; null;;
4.499.454;-9.305.081;13; null;;
4.500.849;-9.304.215;22; null;;
4.498.737;-9.303.312;56;52;;
4.494.426;-9.302.845;21;39;;
4.498.853;-9.302.073;67;65;;
4.493.995;-9.301.724;25;52;;
4.494.772;-9.301.321;63;75;;
4.498.999;-9.301.123;25;55;;
4.489.408;-9.299.226;0; null;;
449.435;-92.988;25; null;;
4.495.814;-9.297.092;30; null;;
4.491.049;-9.297.061;23; null;;
4.501.904;-9.296.666;9; null;;
448.956;-9.295.544;3; null;;
4.490.023;-9.295.249;6; null;;
4.494.483;-929.488;36; null;;
4.493.216;-9.292.829;39; null;;
4.496.542;-929.099;0; null;;
4.493.976;-9.289.183;30; null;;
4.491.842;-9.288.817;13; null;;
4.490.262;-9.288.731;3; null;;
4.489.279;-9.288.386;1; null;;
4.492.537;-9.287.541;1; null;;
4.490.064;-9.287.434;6; null;;
4.494.042;-9.318.464;73;73;;
4.496.639;-9.317.268;63;72;;
4.493.569;-9.315.498;65;69;;
4.494.751;-9.314.296;75;64;;
4.494.401;-9.314.285;80;71;;
4.493.488;-9.311.911;55;79;;
4.498.279;-9.307.218;64;58;;
4.497.866;-9.306.363;76;64;;
4.498.008;-9.306.062;62;75;;
4.500.764;-9.304.892;26; null;;
450.337;-9.303.234;50; null;;
